pokedex,og_name,name,generation,height,weight,type1_id,type2_id,ability1_id,ability2_id,ability_hidden_id,color_id,gender_male,gender_female,gender_unknown,egg_steps,egg_group1_id,egg_group2_id,get_rate,base_experience,experience_type,category_id,hp,attack,defence,sp_attack,sp_defence,speed,total,picture_url,created_at,updated_at
77,Ponyta,Ponyta,1,1.0m,30.0kg,2,,15,57,110,7,50,50,0,20,4,,190,82,1000000,1,50,85,55,65,65,90,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/077.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
77,Ponyta,Galarian Ponyta,1,0.8m,24.0kg,14,,15,24,60,5,50,50,0,20,4,,190,82,1000000,1,50,85,55,65,65,90,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/077.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
78,Rapidash,Rapidash,1,1.7m,95.0kg,2,,15,57,110,7,50,50,0,20,4,,60,175,1000000,1,65,100,70,80,80,105,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/078.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
78,Rapidash,Galarian Rapidash,1,1.7m,80.0kg,14,11,15,24,60,5,50,50,0,20,4,,60,175,1000000,1,65,100,70,80,80,105,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/078.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
79,Slowpoke,Slowpoke,1,1.2m,36.0kg,3,14,16,53,145,9,50,50,0,20,1,8,190,63,1000000,1,90,65,65,40,40,15,315,https://assets.pokemon.com/assets/cms2/img/pokedex/full/079.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
79,Slowpoke,Galarian Slowpoke,1,1.2m,36.0kg,14,,40,53,145,9,50,50,0,20,1,8,190,63,1000000,1,90,65,65,40,40,15,315,https://assets.pokemon.com/assets/cms2/img/pokedex/full/079.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
80,Slowbro,Slowbro,1,1.6m,78.5kg,3,14,40,53,145,9,50,50,0,20,1,8,75,172,1000000,1,95,75,110,100,80,30,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/080.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
80,Slowbro,Galarian Slowbro,1,1.6m,70.5kg,7,14,41,53,145,9,50,50,0,20,1,8,75,172,1000000,1,95,100,95,100,70,30,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/080.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
80,Slowbro,Mega Slowbro,1,2.0m,120.0kg,3,14,42,,,9,50,50,0,20,1,8,75,207,1000000,1,95,75,180,130,80,30,590,https://assets.pokemon.com/assets/cms2/img/pokedex/full/080.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
81,Magnemite,Magnemite,1,0.3m,6.0kg,8,12,39,70,249,10,0,0,100,20,11,,190,65,1000000,1,25,35,70,95,55,45,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/081.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
82,Magneton,Magneton,1,1.0m,60.0kg,8,12,39,70,249,10,0,0,100,20,11,,60,163,1000000,1,50,60,95,120,70,70,465,https://assets.pokemon.com/assets/cms2/img/pokedex/full/082.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
83,Farfetch'd,Farfetch'd,1,0.8m,15.0kg,5,18,13,25,67,6,50,50,0,20,3,4,45,132,1000000,1,52,90,55,58,62,60,377,https://assets.pokemon.com/assets/cms2/img/pokedex/full/083.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
83,Farfetch'd,Galarian Farfetch'd,1,0.8m,42.0kg,13,,43,,115,6,50,50,0,20,3,4,45,132,1000000,1,52,95,55,58,62,55,377,https://assets.pokemon.com/assets/cms2/img/pokedex/full/083.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
84,Doduo,Doduo,1,1.4m,39.2kg,5,18,15,56,199,6,50,50,0,20,3,,190,62,1000000,1,35,85,45,35,35,75,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/084.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
85,Dodrio,Dodrio,1,1.8m,85.2kg,5,18,15,56,199,6,50,50,0,20,3,,45,165,1000000,1,60,110,70,60,60,110,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/085.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
86,Seel,Seel,1,1.1m,90.0kg,3,,2,120,139,5,50,50,0,20,8,4,190,65,1000000,1,65,45,55,45,70,45,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/086.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
87,Dewgong,Dewgong,1,1.7m,120.0kg,3,10,2,120,139,5,50,50,0,20,8,4,75,166,1000000,1,90,70,80,70,95,70,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/087.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
88,Grimer,Grimer,1,0.9m,30.0kg,7,,44,113,45,8,50,50,0,20,12,,190,65,1000000,1,80,80,50,40,50,25,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/088.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
88,Grimer,Alolan Grimer,1,0.7m,42.0kg,7,6,45,16,250,1,50,50,0,20,12,,190,65,1000000,1,80,80,50,40,50,25,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/088.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
89,Muk,Muk,1,1.2m,30.0kg,7,,44,113,45,8,50,50,0,20,12,,75,175,1000000,1,105,105,75,65,100,50,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/089.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
89,Muk,Alolan Muk,1,1.0m,52.0kg,7,6,45,16,250,1,50,50,0,20,12,,75,175,1000000,1,105,105,75,65,100,50,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/089.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
90,Shellder,Shellder,1,0.3m,4.0kg,3,,42,76,138,8,50,50,0,20,10,,190,61,1250000,1,30,65,100,45,25,40,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/090.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
91,Cloyster,Cloyster,1,1.5m,132.5kg,3,10,42,76,138,8,50,50,0,20,10,,60,184,1250000,1,50,95,180,85,45,70,525,https://assets.pokemon.com/assets/cms2/img/pokedex/full/091.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
92,Gastly,Gastly,1,1.3m,0.1kg,16,7,46,,,8,50,50,0,20,12,,190,62,1059860,1,30,35,30,100,35,80,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/092.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
93,Haunter,Haunter,1,1.6m,0.1kg,16,7,46,,,8,50,50,0,20,12,,90,142,1059860,1,45,50,45,115,55,95,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/093.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
94,Gengar,Gengar,1,1.5m,40.5kg,16,7,47,,,8,50,50,0,20,12,,45,250,1059860,1,60,65,60,130,75,110,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/094.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
94,Gengar,Mega Gengar,1,1.4m,40.5kg,16,7,48,,,8,50,50,0,20,12,,45,270,1059860,1,60,65,80,170,95,130,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/094.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
95,Onix,Onix,1,8.8m,210.0kg,15,9,38,70,78,10,50,50,0,25,11,,45,77,1000000,1,35,45,160,30,45,70,385,https://assets.pokemon.com/assets/cms2/img/pokedex/full/095.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
96,Drowzee,Drowzee,1,1.0m,32.4kg,14,,49,124,25,7,50,50,0,20,9,,190,66,1000000,1,60,48,45,43,90,42,328,https://assets.pokemon.com/assets/cms2/img/pokedex/full/096.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
97,Hypno,Hypno,1,1.6m,75.6kg,14,,49,124,25,7,50,50,0,20,9,,75,169,1000000,1,85,73,70,73,115,67,483,https://assets.pokemon.com/assets/cms2/img/pokedex/full/097.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
98,Krabby,Krabby,1,0.4m,6.5kg,3,,50,42,95,2,50,50,0,20,10,,225,65,1000000,1,30,105,90,25,25,50,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/098.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
99,Kingler,Kingler,1,1.3m,60.0kg,3,,50,42,95,2,50,50,0,20,10,,60,166,1000000,1,55,130,115,50,50,75,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/099.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
100,Voltorb,Voltorb,1,0.5m,10.4kg,8,,51,18,114,2,0,0,100,20,11,,190,66,1000000,1,40,30,50,55,55,100,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/100.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
100,Voltorb,Hisuian Voltorb,1,0.5m,13.0kg,8,1,51,18,114,2,0,0,100,20,11,,190,66,1000000,1,40,30,50,55,55,100,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/100.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
101,Electrode,Electrode,1,1.2m,66.6kg,8,,51,18,114,2,0,0,100,20,11,,60,172,1000000,1,60,50,70,80,80,150,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/101.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
101,Electrode,Hisuian Electrode,1,1.2m,71.0kg,8,1,51,18,114,2,0,0,100,20,11,,60,172,1000000,1,60,50,70,80,80,150,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/101.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
102,Exeggcute,Exeggcute,1,0.4m,2.5kg,1,14,26,,251,9,50,50,0,20,7,,90,65,1250000,1,60,40,80,60,45,40,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/102.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
103,Exeggutor,Exeggutor,1,2.0m,120.0kg,1,14,26,,251,7,50,50,0,20,7,,45,186,1250000,1,95,95,85,125,75,55,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/103.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
103,Exeggutor,Alolan Exeggutor,1,10.9m,415.6kg,1,17,52,,251,7,50,50,0,20,7,,45,186,1250000,1,95,105,85,125,75,45,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/103.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
104,Cubone,Cubone,1,0.4m,6.5kg,9,,38,54,97,6,50,50,0,20,1,,190,64,1000000,1,50,50,95,40,50,35,320,https://assets.pokemon.com/assets/cms2/img/pokedex/full/104.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
105,Marowak,Marowak,1,1.0m,45.0kg,9,,38,54,97,6,50,50,0,20,1,,75,149,1000000,1,60,80,110,50,80,45,425,https://assets.pokemon.com/assets/cms2/img/pokedex/full/105.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
105,Marowak,Alolan Marowak,1,1.0m,34.0kg,2,16,47,54,38,8,50,50,0,20,1,,75,149,1000000,1,60,80,110,50,80,45,425,https://assets.pokemon.com/assets/cms2/img/pokedex/full/105.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
106,Hitmonlee,Hitmonlee,1,1.5m,49.8kg,13,,29,129,221,6,100,0,0,25,9,,45,159,1000000,1,50,120,53,35,110,87,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/106.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
107,Hitmonchan,Hitmonchan,1,1.4m,50.2kg,13,,13,143,25,6,100,0,0,25,9,,45,159,1000000,1,50,105,79,35,110,76,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/107.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
108,Lickitung,Lickitung,1,1.2m,65.5kg,5,,53,40,252,9,50,50,0,20,1,,45,77,1000000,1,90,55,75,60,75,30,385,https://assets.pokemon.com/assets/cms2/img/pokedex/full/108.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
109,Koffing,Koffing,1,0.6m,1.0kg,7,,46,190,44,8,50,50,0,20,12,,190,68,1000000,1,40,65,95,60,45,35,340,https://assets.pokemon.com/assets/cms2/img/pokedex/full/109.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
110,Weezing,Weezing,1,1.2m,9.5kg,7,,46,190,185,8,50,50,0,20,12,,60,172,1000000,1,65,90,120,85,70,60,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/110.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
110,Weezing,Galarian Weezing,1,3.0m,16.0kg,7,11,46,190,44,10,50,50,0,20,12,,60,172,1000000,1,65,90,120,85,70,60,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/110.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
111,Rhyhorn,Rhyhorn,1,1.0m,115.0kg,9,15,54,38,129,10,50,50,0,20,1,4,120,69,1250000,1,80,85,95,30,30,25,345,https://assets.pokemon.com/assets/cms2/img/pokedex/full/111.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
112,Rhydon,Rhydon,1,1.9m,120.0kg,9,15,54,38,129,10,50,50,0,20,1,4,60,170,1250000,1,105,130,120,45,45,40,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/112.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
113,Chansey,Chansey,1,1.1m,34.6kg,5,,55,73,128,9,0,100,0,40,6,,30,395,800000,1,250,5,5,35,105,50,450,https://assets.pokemon.com/assets/cms2/img/pokedex/full/113.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
114,Tangela,Tangela,1,1.0m,35.0kg,1,,26,118,145,4,50,50,0,20,7,,45,87,1000000,1,65,55,115,100,40,60,435,https://assets.pokemon.com/assets/cms2/img/pokedex/full/114.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
115,Kangaskhan,Kangaskhan,1,2.2m,80.0kg,5,,56,115,25,6,0,100,0,20,1,,45,172,1000000,1,105,95,80,40,80,90,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/115.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
115,Kangaskhan,Mega Kangaskhan,1,2.2m,100.0kg,5,,57,,,6,0,100,0,20,1,,45,207,1000000,1,105,125,100,60,100,100,590,https://assets.pokemon.com/assets/cms2/img/pokedex/full/115.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
116,Horsea,Horsea,1,0.4m,8.0kg,3,,58,244,31,4,50,50,0,20,8,15,225,59,1000000,1,30,40,70,70,25,60,295,https://assets.pokemon.com/assets/cms2/img/pokedex/full/116.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
117,Seadra,Seadra,1,1.2m,25.0kg,3,,22,244,31,4,50,50,0,20,8,15,75,154,1000000,1,55,65,95,95,45,85,440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/117.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
118,Goldeen,Goldeen,1,0.6m,15.0kg,3,,58,94,54,2,50,50,0,20,13,,225,64,1000000,1,45,67,60,35,50,63,320,https://assets.pokemon.com/assets/cms2/img/pokedex/full/118.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
119,Seaking,Seaking,1,1.3m,39.0kg,3,,58,94,54,2,50,50,0,20,13,,60,158,1000000,1,80,92,65,65,80,68,450,https://assets.pokemon.com/assets/cms2/img/pokedex/full/119.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
120,Staryu,Staryu,1,0.8m,34.5kg,3,,59,55,249,6,0,0,100,20,10,,225,68,1250000,1,30,45,55,70,55,85,340,https://assets.pokemon.com/assets/cms2/img/pokedex/full/120.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
121,Starmie,Starmie,1,1.1m,80.0kg,3,14,59,55,249,8,0,0,100,20,10,,60,182,1250000,1,60,75,85,100,85,115,520,https://assets.pokemon.com/assets/cms2/img/pokedex/full/121.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
122,Mr. Mime,Mr. Mime,1,1.3m,54.5kg,14,11,32,115,139,9,50,50,0,25,9,,45,161,1000000,1,40,45,65,100,120,90,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/122.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
122,Mr. Mime,Galarian Mr. Mime,1,1.4m,56.8kg,10,14,51,87,75,5,50,50,0,25,9,,45,161,1000000,1,50,65,65,90,90,100,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/122.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
123,Scyther,Scyther,1,1.5m,56.0kg,4,18,11,75,43,1,50,50,0,25,2,,45,100,1000000,1,70,110,80,55,80,105,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/123.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
124,Jynx,Jynx,1,1.4m,40.6kg,10,14,40,124,155,2,0,100,0,25,9,,45,159,1000000,1,65,50,35,115,95,95,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/124.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
125,Electabuzz,Electabuzz,1,1.1m,30.0kg,8,,18,,32,7,75,25,0,25,9,,45,172,1000000,1,65,83,57,95,85,105,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/125.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
126,Magmar,Magmar,1,1.3m,44.5kg,2,,60,,32,2,75,25,0,25,9,,45,173,1000000,1,65,95,57,100,85,93,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/126.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
127,Pinsir,Pinsir,1,1.5m,55.0kg,4,,50,62,253,6,50,50,0,25,2,,45,175,1250000,1,65,125,100,55,70,85,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/127.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
127,Pinsir,Mega Pinsir,1,1.7m,59.0kg,4,18,61,,,6,50,50,0,25,2,,45,210,1250000,1,65,155,120,65,90,105,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/127.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
128,Tauros,Tauros,1,1.4m,115.0kg,13,,17,261,231,6,100,0,0,20,4,,45,172,1250000,1,75,110,105,30,70,100,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
128,Tauros,Paldean Tauros,1,1.4m,85.0kg,13,2,17,261,231,6,100,0,0,20,4,,45,172,1250000,1,75,110,105,30,70,100,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
128,Tauros,Paldean Tauros,1,1.4m,110.0kg,13,3,17,261,231,6,100,0,0,20,4,,45,172,1250000,1,75,110,105,30,70,100,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
128,Tauros,Tauros,1,1.4m,88.4kg,5,,17,261,95,6,100,0,0,20,4,,45,172,1250000,1,75,100,95,40,70,110,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
129,Magikarp,Magikarp,1,0.9m,10.0kg,3,,58,,130,2,50,50,0,5,13,15,255,40,1250000,1,20,10,55,15,20,80,200,https://assets.pokemon.com/assets/cms2/img/pokedex/full/129.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
130,Gyarados,Gyarados,1,6.5m,235.0kg,3,18,17,,253,4,50,50,0,5,13,15,45,189,1250000,1,95,125,79,60,100,81,540,https://assets.pokemon.com/assets/cms2/img/pokedex/full/130.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
130,Gyarados,Mega Gyarados,1,6.5m,305.0kg,3,6,62,,,4,50,50,0,5,13,15,45,224,1250000,1,95,155,109,70,130,81,640,https://assets.pokemon.com/assets/cms2/img/pokedex/full/130.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
131,Lapras,Lapras,1,2.5m,220.0kg,3,10,33,42,120,4,50,50,0,40,1,8,45,187,1250000,1,130,85,80,85,95,60,535,https://assets.pokemon.com/assets/cms2/img/pokedex/full/131.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
132,Ditto,Ditto,1,0.3m,4.0kg,5,,29,,254,8,0,0,100,20,14,,35,101,1000000,1,48,48,48,48,48,48,288,https://assets.pokemon.com/assets/cms2/img/pokedex/full/132.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
133,Eevee,Eevee,1,0.3m,6.5kg,5,,15,12,110,6,87.5,12.5,0,35,4,,45,65,1000000,1,55,55,50,45,65,55,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/133.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
134,Vaporeon,Vaporeon,1,1.0m,29.0kg,3,,33,,120,4,87.5,12.5,0,35,4,,45,184,1000000,1,130,65,60,110,95,65,525,https://assets.pokemon.com/assets/cms2/img/pokedex/full/134.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
135,Jolteon,Jolteon,1,0.8m,24.5kg,8,,63,,255,7,87.5,12.5,0,35,4,,45,184,1000000,1,65,65,60,110,95,130,525,https://assets.pokemon.com/assets/cms2/img/pokedex/full/135.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
136,Flareon,Flareon,1,0.9m,25.0kg,2,,24,,36,2,87.5,12.5,0,35,4,,45,184,1000000,1,65,130,60,95,110,65,525,https://assets.pokemon.com/assets/cms2/img/pokedex/full/136.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
137,Porygon,Porygon,1,0.8m,36.5kg,5,,35,148,249,9,0,0,100,20,11,,45,79,1000000,1,65,60,70,85,75,40,395,https://assets.pokemon.com/assets/cms2/img/pokedex/full/137.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
138,Omanyte,Omanyte,1,0.4m,7.5kg,15,3,58,42,78,4,87.5,12.5,0,30,8,10,45,71,1000000,1,35,40,100,90,55,35,355,https://assets.pokemon.com/assets/cms2/img/pokedex/full/138.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
139,Omastar,Omastar,1,1.0m,35.0kg,15,3,58,42,78,4,87.5,12.5,0,30,8,10,45,173,1000000,1,70,60,125,115,70,55,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/139.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
140,Kabuto,Kabuto,1,0.5m,11.5kg,15,3,58,97,78,6,87.5,12.5,0,30,8,10,45,71,1000000,1,30,80,90,55,45,55,355,https://assets.pokemon.com/assets/cms2/img/pokedex/full/140.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
141,Kabutops,Kabutops,1,1.3m,40.5kg,15,3,58,97,78,6,87.5,12.5,0,30,8,10,45,173,1000000,1,60,115,105,65,70,80,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/141.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
142,Aerodactyl,Aerodactyl,1,1.8m,59.0kg,15,18,38,65,211,8,87.5,12.5,0,35,3,,45,180,1250000,1,80,105,65,60,75,130,515,https://assets.pokemon.com/assets/cms2/img/pokedex/full/142.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
142,Aerodactyl,Mega Aerodactyl,1,2.1m,79.0kg,15,18,4,,,8,87.5,12.5,0,35,3,,45,215,1250000,1,80,135,85,70,95,150,615,https://assets.pokemon.com/assets/cms2/img/pokedex/full/142.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
143,Snorlax,Snorlax,1,2.1m,460.0kg,5,,64,2,16,3,87.5,12.5,0,40,1,,25,189,1250000,1,160,110,65,65,110,30,540,https://assets.pokemon.com/assets/cms2/img/pokedex/full/143.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
144,Articuno,Articuno,1,1.7m,55.4kg,10,18,65,,21,4,0,0,100,80,5,,3,290,1250000,2,90,85,100,95,125,85,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/144.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
144,Articuno,Galarian Articuno,1,1.7m,50.9kg,14,18,66,,,8,0,0,100,120,5,,3,290,1250000,2,90,85,85,125,100,95,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/144.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
145,Zapdos,Zapdos,1,1.6m,52.6kg,8,18,65,,18,7,0,0,100,80,5,,3,290,1250000,2,90,90,85,125,90,100,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/145.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
145,Zapdos,Galarian Zapdos,1,1.6m,58.2kg,13,18,67,,,7,0,0,100,120,5,,3,290,1250000,2,90,125,90,85,90,100,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/145.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
146,Moltres,Moltres,1,2.0m,60.0kg,2,18,65,,60,7,0,0,100,80,5,,3,290,1250000,2,90,100,90,125,85,90,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/146.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
146,Moltres,Galarian Moltres,1,2.0m,66.0kg,6,18,68,,,2,0,0,100,120,5,,3,290,1250000,2,90,85,90,100,125,90,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/146.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
147,Dratini,Dratini,1,1.8m,3.3kg,17,,9,,98,4,50,50,0,40,8,15,45,60,1250000,1,41,64,45,50,50,50,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/147.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
148,Dragonair,Dragonair,1,4.0m,16.5kg,17,,9,,98,4,50,50,0,40,8,15,45,147,1250000,1,61,84,65,70,70,70,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/148.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
149,Dragonite,Dragonite,1,2.2m,210.0kg,17,18,25,,256,6,50,50,0,40,8,15,45,300,1250000,1,91,134,95,100,100,80,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/149.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
150,Mewtwo,Mewtwo,1,2.0m,122.0kg,14,,65,,211,8,0,0,100,120,5,,3,340,1250000,3,106,110,90,154,90,130,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/150.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
150,Mewtwo,Mega Mewtwo X,1,2.3m,127.0kg,14,13,49,,,8,0,0,100,120,5,,3,351,1250000,3,106,190,100,154,100,130,780,https://assets.pokemon.com/assets/cms2/img/pokedex/full/150.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
150,Mewtwo,Mega Mewtwo Y,1,1.5m,33.0kg,14,,43,,,8,0,0,100,120,5,,3,351,1250000,3,106,150,70,194,120,140,780,https://assets.pokemon.com/assets/cms2/img/pokedex/full/150.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
