No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Picture_URL,sus,amogus
66,Machop,Machop,1,0.8m,19.5kg,Fighting,,Guts,No Guard,Steadfast,Gray,75,25,0,20,Human-Like,,180,61,1059860,Ordinary,70,80,50,35,35,35,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/066.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
67,Machoke,Machoke,1,1.5m,70.5kg,Fighting,,Guts,No Guard,Steadfast,Gray,75,25,0,20,Human-Like,,90,142,1059860,Ordinary,80,100,70,50,60,45,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/067.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
68,Machamp,Machamp,1,1.6m,130.0kg,Fighting,,Guts,No Guard,Steadfast,Gray,75,25,0,20,Human-Like,,45,253,1059860,Ordinary,90,130,80,65,85,55,505,https://assets.pokemon.com/assets/cms2/img/pokedex/full/068.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
69,Bellsprout,Bellsprout,1,0.7m,4.0kg,Grass,Poison,Chlorophyll,,Gluttony,Green,50,50,0,20,Grass,,255,60,1059860,Ordinary,50,75,35,70,30,40,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/069.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
70,Weepinbell,Weepinbell,1,1.0m,6.4kg,Grass,Poison,Chlorophyll,,Gluttony,Green,50,50,0,20,Grass,,120,137,1059860,Ordinary,65,90,50,85,45,55,390,https://assets.pokemon.com/assets/cms2/img/pokedex/full/070.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
71,Victreebel,Victreebel,1,1.7m,15.5kg,Grass,Poison,Chlorophyll,,Gluttony,Green,50,50,0,20,Grass,,45,245,1059860,Ordinary,80,105,65,100,70,70,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/071.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
72,Tentacool,Tentacool,1,0.9m,45.5kg,Water,Poison,Clear Body,Liquid Ooze,Rain Dish,Blue,50,50,0,20,Water3,,190,67,1250000,Ordinary,40,40,35,50,100,70,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/072.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
73,Tentacruel,Tentacruel,1,1.6m,55.0kg,Water,Poison,Clear Body,Liquid Ooze,Rain Dish,Blue,50,50,0,20,Water3,,60,180,1250000,Ordinary,80,70,65,80,120,100,515,https://assets.pokemon.com/assets/cms2/img/pokedex/full/073.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
74,Geodude,Geodude,1,0.4m,20.0kg,Rock,Ground,Rock Head,Sturdy,Sand Veil,Brown,50,50,0,15,Mineral,,255,60,1059860,Ordinary,40,80,100,30,30,20,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/074.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
74,Geodude,Alolan Geodude,1,0.4m,20.3kg,Rock,Electric,Magnet Pull,Sturdy,Galvanize,Gray,50,50,0,15,Mineral,,255,60,1059860,Ordinary,40,80,100,30,30,20,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/074.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
75,Graveler,Graveler,1,1.0m,105.0kg,Rock,Ground,Rock Head,Sturdy,Sand Veil,Brown,50,50,0,15,Mineral,,120,137,1059860,Ordinary,55,95,115,45,45,35,390,https://assets.pokemon.com/assets/cms2/img/pokedex/full/075.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
75,Graveler,Alolan Graveler,1,1.0m,110.0kg,Rock,Electric,Magnet Pull,Sturdy,Galvanize,Gray,50,50,0,15,Mineral,,120,137,1059860,Ordinary,55,95,115,45,45,35,390,https://assets.pokemon.com/assets/cms2/img/pokedex/full/075.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
76,Golem,Golem,1,1.4m,300.0kg,Rock,Ground,Rock Head,Sturdy,Sand Veil,Brown,50,50,0,15,Mineral,,45,223,1059860,Ordinary,80,120,130,55,65,45,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/076.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
76,Golem,Alolan Golem,1,1.7m,316.0kg,Rock,Electric,Magnet Pull,Sturdy,Galvanize,Gray,50,50,0,15,Mineral,,45,223,1059860,Ordinary,80,120,130,55,65,45,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/076.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
77,Ponyta,Ponyta,1,1.0m,30.0kg,Fire,,Run Away,Flash Fire,Flame Body,Yellow,50,50,0,20,Ground,,190,82,1000000,Ordinary,50,85,55,65,65,90,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/077.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
77,Ponyta,Galarian Ponyta,1,0.8m,24.0kg,Psychic,,Run Away,Pastel Veil,Anticipation,White,50,50,0,20,Ground,,190,82,1000000,Ordinary,50,85,55,65,65,90,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/077.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
78,Rapidash,Rapidash,1,1.7m,95.0kg,Fire,,Run Away,Flash Fire,Flame Body,Yellow,50,50,0,20,Ground,,60,175,1000000,Ordinary,65,100,70,80,80,105,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/078.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
78,Rapidash,Galarian Rapidash,1,1.7m,80.0kg,Psychic,Fairy,Run Away,Pastel Veil,Anticipation,White,50,50,0,20,Ground,,60,175,1000000,Ordinary,65,100,70,80,80,105,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/078.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
79,Slowpoke,Slowpoke,1,1.2m,36.0kg,Water,Psychic,Oblivious,Own Tempo,Regenerator,Pink,50,50,0,20,Monster,Water1,190,63,1000000,Ordinary,90,65,65,40,40,15,315,https://assets.pokemon.com/assets/cms2/img/pokedex/full/079.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
79,Slowpoke,Galarian Slowpoke,1,1.2m,36.0kg,Psychic,,Gluttony,Own Tempo,Regenerator,Pink,50,50,0,20,Monster,Water1,190,63,1000000,Ordinary,90,65,65,40,40,15,315,https://assets.pokemon.com/assets/cms2/img/pokedex/full/079.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
80,Slowbro,Slowbro,1,1.6m,78.5kg,Water,Psychic,Oblivious,Own Tempo,Regenerator,Pink,50,50,0,20,Monster,Water1,75,172,1000000,Ordinary,95,75,110,100,80,30,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/080.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
80,Slowbro,Galarian Slowbro,1,1.6m,70.5kg,Poison,Psychic,Quick Draw,Own Tempo,Regenerator,Pink,50,50,0,20,Monster,Water1,75,172,1000000,Ordinary,95,100,95,100,70,30,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/080.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
80,Slowbro,Mega Slowbro,1,2.0m,120.0kg,Water,Psychic,Shell Armor,,,Pink,50,50,0,20,Monster,Water1,75,207,1000000,Ordinary,95,75,180,130,80,30,590,https://assets.pokemon.com/assets/cms2/img/pokedex/full/080.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
81,Magnemite,Magnemite,1,0.3m,6.0kg,Electric,Steel,Magnet Pull,Sturdy,Analytic,Gray,0,0,100,20,Mineral,,190,65,1000000,Ordinary,25,35,70,95,55,45,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/081.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
82,Magneton,Magneton,1,1.0m,60.0kg,Electric,Steel,Magnet Pull,Sturdy,Analytic,Gray,0,0,100,20,Mineral,,60,163,1000000,Ordinary,50,60,95,120,70,70,465,https://assets.pokemon.com/assets/cms2/img/pokedex/full/082.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
83,Farfetch'd,Farfetch'd,1,0.8m,15.0kg,Normal,Flying,Keen Eye,Inner Focus,Defiant,Brown,50,50,0,20,Flying,Ground,45,132,1000000,Ordinary,52,90,55,58,62,60,377,https://assets.pokemon.com/assets/cms2/img/pokedex/full/083.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
83,Farfetch'd,Galarian Farfetch'd,1,0.8m,42.0kg,Fighting,,Steadfast,,Scrappy,Brown,50,50,0,20,Flying,Ground,45,132,1000000,Ordinary,52,95,55,58,62,55,377,https://assets.pokemon.com/assets/cms2/img/pokedex/full/083.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
84,Doduo,Doduo,1,1.4m,39.2kg,Normal,Flying,Run Away,Early Bird,Tangled Feet,Brown,50,50,0,20,Flying,,190,62,1000000,Ordinary,35,85,45,35,35,75,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/084.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
85,Dodrio,Dodrio,1,1.8m,85.2kg,Normal,Flying,Run Away,Early Bird,Tangled Feet,Brown,50,50,0,20,Flying,,45,165,1000000,Ordinary,60,110,70,60,60,110,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/085.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
86,Seel,Seel,1,1.1m,90.0kg,Water,,Thick Fat,Hydration,Ice Body,White,50,50,0,20,Water1,Ground,190,65,1000000,Ordinary,65,45,55,45,70,45,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/086.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
87,Dewgong,Dewgong,1,1.7m,120.0kg,Water,Ice,Thick Fat,Hydration,Ice Body,White,50,50,0,20,Water1,Ground,75,166,1000000,Ordinary,90,70,80,70,95,70,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/087.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
88,Grimer,Grimer,1,0.9m,30.0kg,Poison,,Stench,Sticky Hold,Poison Touch,Purple,50,50,0,20,Amorphous,,190,65,1000000,Ordinary,80,80,50,40,50,25,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/088.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
88,Grimer,Alolan Grimer,1,0.7m,42.0kg,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,Green,50,50,0,20,Amorphous,,190,65,1000000,Ordinary,80,80,50,40,50,25,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/088.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
89,Muk,Muk,1,1.2m,30.0kg,Poison,,Stench,Sticky Hold,Poison Touch,Purple,50,50,0,20,Amorphous,,75,175,1000000,Ordinary,105,105,75,65,100,50,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/089.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
89,Muk,Alolan Muk,1,1.0m,52.0kg,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,Green,50,50,0,20,Amorphous,,75,175,1000000,Ordinary,105,105,75,65,100,50,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/089.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
90,Shellder,Shellder,1,0.3m,4.0kg,Water,,Shell Armor,Skill Link,Overcoat,Purple,50,50,0,20,Water3,,190,61,1250000,Ordinary,30,65,100,45,25,40,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/090.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
91,Cloyster,Cloyster,1,1.5m,132.5kg,Water,Ice,Shell Armor,Skill Link,Overcoat,Purple,50,50,0,20,Water3,,60,184,1250000,Ordinary,50,95,180,85,45,70,525,https://assets.pokemon.com/assets/cms2/img/pokedex/full/091.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
92,Gastly,Gastly,1,1.3m,0.1kg,Ghost,Poison,Levitate,,,Purple,50,50,0,20,Amorphous,,190,62,1059860,Ordinary,30,35,30,100,35,80,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/092.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
93,Haunter,Haunter,1,1.6m,0.1kg,Ghost,Poison,Levitate,,,Purple,50,50,0,20,Amorphous,,90,142,1059860,Ordinary,45,50,45,115,55,95,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/093.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
94,Gengar,Gengar,1,1.5m,40.5kg,Ghost,Poison,Cursed Body,,,Purple,50,50,0,20,Amorphous,,45,250,1059860,Ordinary,60,65,60,130,75,110,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/094.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
94,Gengar,Mega Gengar,1,1.4m,40.5kg,Ghost,Poison,Shadow Tag,,,Purple,50,50,0,20,Amorphous,,45,270,1059860,Ordinary,60,65,80,170,95,130,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/094.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
95,Onix,Onix,1,8.8m,210.0kg,Rock,Ground,Rock Head,Sturdy,Weak Armor,Gray,50,50,0,25,Mineral,,45,77,1000000,Ordinary,35,45,160,30,45,70,385,https://assets.pokemon.com/assets/cms2/img/pokedex/full/095.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
96,Drowzee,Drowzee,1,1.0m,32.4kg,Psychic,,Insomnia,Forewarn,Inner Focus,Yellow,50,50,0,20,Human-Like,,190,66,1000000,Ordinary,60,48,45,43,90,42,328,https://assets.pokemon.com/assets/cms2/img/pokedex/full/096.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
97,Hypno,Hypno,1,1.6m,75.6kg,Psychic,,Insomnia,Forewarn,Inner Focus,Yellow,50,50,0,20,Human-Like,,75,169,1000000,Ordinary,85,73,70,73,115,67,483,https://assets.pokemon.com/assets/cms2/img/pokedex/full/097.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
98,Krabby,Krabby,1,0.4m,6.5kg,Water,,Hyper Cutter,Shell Armor,Sheer Force,Red,50,50,0,20,Water3,,225,65,1000000,Ordinary,30,105,90,25,25,50,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/098.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
99,Kingler,Kingler,1,1.3m,60.0kg,Water,,Hyper Cutter,Shell Armor,Sheer Force,Red,50,50,0,20,Water3,,60,166,1000000,Ordinary,55,130,115,50,50,75,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/099.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
100,Voltorb,Voltorb,1,0.5m,10.4kg,Electric,,Soundproof,Static,Aftermath,Red,0,0,100,20,Mineral,,190,66,1000000,Ordinary,40,30,50,55,55,100,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/100.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
100,Voltorb,Hisuian Voltorb,1,0.5m,13.0kg,Electric,Grass,Soundproof,Static,Aftermath,Red,0,0,100,20,Mineral,,190,66,1000000,Ordinary,40,30,50,55,55,100,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/100.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
101,Electrode,Electrode,1,1.2m,66.6kg,Electric,,Soundproof,Static,Aftermath,Red,0,0,100,20,Mineral,,60,172,1000000,Ordinary,60,50,70,80,80,150,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/101.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
101,Electrode,Hisuian Electrode,1,1.2m,71.0kg,Electric,Grass,Soundproof,Static,Aftermath,Red,0,0,100,20,Mineral,,60,172,1000000,Ordinary,60,50,70,80,80,150,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/101.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
102,Exeggcute,Exeggcute,1,0.4m,2.5kg,Grass,Psychic,Chlorophyll,,Harvest,Pink,50,50,0,20,Grass,,90,65,1250000,Ordinary,60,40,80,60,45,40,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/102.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
103,Exeggutor,Exeggutor,1,2.0m,120.0kg,Grass,Psychic,Chlorophyll,,Harvest,Yellow,50,50,0,20,Grass,,45,186,1250000,Ordinary,95,95,85,125,75,55,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/103.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
103,Exeggutor,Alolan Exeggutor,1,10.9m,415.6kg,Grass,Dragon,Frisk,,Harvest,Yellow,50,50,0,20,Grass,,45,186,1250000,Ordinary,95,105,85,125,75,45,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/103.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
104,Cubone,Cubone,1,0.4m,6.5kg,Ground,,Rock Head,Lightning Rod,Battle Armor,Brown,50,50,0,20,Monster,,190,64,1000000,Ordinary,50,50,95,40,50,35,320,https://assets.pokemon.com/assets/cms2/img/pokedex/full/104.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
105,Marowak,Marowak,1,1.0m,45.0kg,Ground,,Rock Head,Lightning Rod,Battle Armor,Brown,50,50,0,20,Monster,,75,149,1000000,Ordinary,60,80,110,50,80,45,425,https://assets.pokemon.com/assets/cms2/img/pokedex/full/105.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
105,Marowak,Alolan Marowak,1,1.0m,34.0kg,Fire,Ghost,Cursed Body,Lightning Rod,Rock Head,Purple,50,50,0,20,Monster,,75,149,1000000,Ordinary,60,80,110,50,80,45,425,https://assets.pokemon.com/assets/cms2/img/pokedex/full/105.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
106,Hitmonlee,Hitmonlee,1,1.5m,49.8kg,Fighting,,Limber,Reckless,Unburden,Brown,100,0,0,25,Human-Like,,45,159,1000000,Ordinary,50,120,53,35,110,87,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/106.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
107,Hitmonchan,Hitmonchan,1,1.4m,50.2kg,Fighting,,Keen Eye,Iron Fist,Inner Focus,Brown,100,0,0,25,Human-Like,,45,159,1000000,Ordinary,50,105,79,35,110,76,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/107.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
108,Lickitung,Lickitung,1,1.2m,65.5kg,Normal,,Own Tempo,Oblivious,Cloud Nine,Pink,50,50,0,20,Monster,,45,77,1000000,Ordinary,90,55,75,60,75,30,385,https://assets.pokemon.com/assets/cms2/img/pokedex/full/108.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
109,Koffing,Koffing,1,0.6m,1.0kg,Poison,,Levitate,Neutralizing Gas,Stench,Purple,50,50,0,20,Amorphous,,190,68,1000000,Ordinary,40,65,95,60,45,35,340,https://assets.pokemon.com/assets/cms2/img/pokedex/full/109.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
110,Weezing,Weezing,1,1.2m,9.5kg,Poison,,Levitate,Neutralizing Gas,Stench,Purple,50,50,0,20,Amorphous,,60,172,1000000,Ordinary,65,90,120,85,70,60,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/110.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
110,Weezing,Galarian Weezing,1,3.0m,16.0kg,Poison,Fairy,Levitate,Neutralizing Gas,Misty Surge,Gray,50,50,0,20,Amorphous,,60,172,1000000,Ordinary,65,90,120,85,70,60,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/110.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
111,Rhyhorn,Rhyhorn,1,1.0m,115.0kg,Ground,Rock,Lightning Rod,Rock Head,Reckless,Gray,50,50,0,20,Monster,Ground,120,69,1250000,Ordinary,80,85,95,30,30,25,345,https://assets.pokemon.com/assets/cms2/img/pokedex/full/111.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
112,Rhydon,Rhydon,1,1.9m,120.0kg,Ground,Rock,Lightning Rod,Rock Head,Reckless,Gray,50,50,0,20,Monster,Ground,60,170,1250000,Ordinary,105,130,120,45,45,40,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/112.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
113,Chansey,Chansey,1,1.1m,34.6kg,Normal,,Natural Cure,Serene Grace,Healer,Pink,0,100,0,40,Fairy,,30,395,800000,Ordinary,250,5,5,35,105,50,450,https://assets.pokemon.com/assets/cms2/img/pokedex/full/113.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
114,Tangela,Tangela,1,1.0m,35.0kg,Grass,,Chlorophyll,Leaf Guard,Regenerator,Blue,50,50,0,20,Grass,,45,87,1000000,Ordinary,65,55,115,100,40,60,435,https://assets.pokemon.com/assets/cms2/img/pokedex/full/114.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
115,Kangaskhan,Kangaskhan,1,2.2m,80.0kg,Normal,,Early Bird,Scrappy,Inner Focus,Brown,0,100,0,20,Monster,,45,172,1000000,Ordinary,105,95,80,40,80,90,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/115.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
115,Kangaskhan,Mega Kangaskhan,1,2.2m,100.0kg,Normal,,Parental Bond,,,Brown,0,100,0,20,Monster,,45,207,1000000,Ordinary,105,125,100,60,100,100,590,https://assets.pokemon.com/assets/cms2/img/pokedex/full/115.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
116,Horsea,Horsea,1,0.4m,8.0kg,Water,,Swift Swim,Sniper,Damp,Blue,50,50,0,20,Water1,Dragon,225,59,1000000,Ordinary,30,40,70,70,25,60,295,https://assets.pokemon.com/assets/cms2/img/pokedex/full/116.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
117,Seadra,Seadra,1,1.2m,25.0kg,Water,,Poison Point,Sniper,Damp,Blue,50,50,0,20,Water1,Dragon,75,154,1000000,Ordinary,55,65,95,95,45,85,440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/117.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
118,Goldeen,Goldeen,1,0.6m,15.0kg,Water,,Swift Swim,Water Veil,Lightning Rod,Red,50,50,0,20,Water2,,225,64,1000000,Ordinary,45,67,60,35,50,63,320,https://assets.pokemon.com/assets/cms2/img/pokedex/full/118.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
119,Seaking,Seaking,1,1.3m,39.0kg,Water,,Swift Swim,Water Veil,Lightning Rod,Red,50,50,0,20,Water2,,60,158,1000000,Ordinary,80,92,65,65,80,68,450,https://assets.pokemon.com/assets/cms2/img/pokedex/full/119.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
120,Staryu,Staryu,1,0.8m,34.5kg,Water,,Illuminate,Natural Cure,Analytic,Brown,0,0,100,20,Water3,,225,68,1250000,Ordinary,30,45,55,70,55,85,340,https://assets.pokemon.com/assets/cms2/img/pokedex/full/120.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
121,Starmie,Starmie,1,1.1m,80.0kg,Water,Psychic,Illuminate,Natural Cure,Analytic,Purple,0,0,100,20,Water3,,60,182,1250000,Ordinary,60,75,85,100,85,115,520,https://assets.pokemon.com/assets/cms2/img/pokedex/full/121.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
122,Mr. Mime,Mr. Mime,1,1.3m,54.5kg,Psychic,Fairy,Soundproof,Filter,Technician,Pink,50,50,0,25,Human-Like,,45,161,1000000,Ordinary,40,45,65,100,120,90,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/122.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
122,Mr. Mime,Galarian Mr. Mime,1,1.4m,56.8kg,Ice,Psychic,Vital Spirit,Screen Cleaner,Ice Body,White,50,50,0,25,Human-Like,,45,161,1000000,Ordinary,50,65,65,90,90,100,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/122.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
123,Scyther,Scyther,1,1.5m,56.0kg,Bug,Flying,Swarm,Technician,Steadfast,Green,50,50,0,25,Bug,,45,100,1000000,Ordinary,70,110,80,55,80,105,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/123.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
124,Jynx,Jynx,1,1.4m,40.6kg,Ice,Psychic,Oblivious,Forewarn,Dry Skin,Red,0,100,0,25,Human-Like,,45,159,1000000,Ordinary,65,50,35,115,95,95,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/124.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
125,Electabuzz,Electabuzz,1,1.1m,30.0kg,Electric,,Static,,Vital Spirit,Yellow,75,25,0,25,Human-Like,,45,172,1000000,Ordinary,65,83,57,95,85,105,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/125.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
126,Magmar,Magmar,1,1.3m,44.5kg,Fire,,Flame Body,,Vital Spirit,Red,75,25,0,25,Human-Like,,45,173,1000000,Ordinary,65,95,57,100,85,93,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/126.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
127,Pinsir,Pinsir,1,1.5m,55.0kg,Bug,,Hyper Cutter,Mold Breaker,Moxie,Brown,50,50,0,25,Bug,,45,175,1250000,Ordinary,65,125,100,55,70,85,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/127.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
127,Pinsir,Mega Pinsir,1,1.7m,59.0kg,Bug,Flying,Aerilate,,,Brown,50,50,0,25,Bug,,45,210,1250000,Ordinary,65,155,120,65,90,105,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/127.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
128,Tauros,Tauros,1,1.4m,115.0kg,Fighting,,Intimidate,Anger Point,Cud Chew,Brown,100,0,0,20,Ground,,45,172,1250000,Ordinary,75,110,105,30,70,100,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
128,Tauros,Paldean Tauros,1,1.4m,85.0kg,Fighting,Fire,Intimidate,Anger Point,Cud Chew,Brown,100,0,0,20,Ground,,45,172,1250000,Ordinary,75,110,105,30,70,100,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
128,Tauros,Paldean Tauros,1,1.4m,110.0kg,Fighting,Water,Intimidate,Anger Point,Cud Chew,Brown,100,0,0,20,Ground,,45,172,1250000,Ordinary,75,110,105,30,70,100,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
128,Tauros,Tauros,1,1.4m,88.4kg,Normal,,Intimidate,Anger Point,Sheer Force,Brown,100,0,0,20,Ground,,45,172,1250000,Ordinary,75,100,95,40,70,110,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
